CompanyName,BrandName
PepsiCo,Caffeine Free Pepsi
PepsiCo,Cheetos
PepsiCo,Chipsy
PepsiCo,Cracker Jack
PepsiCo,Diet Mountain Dew
PepsiCo,Diet Pepsi
PepsiCo,Doritos
PepsiCo,Duyvis
PepsiCo,Elma Chips
PepsiCo,Emperador
PepsiCo,Fandangos
PepsiCo,Frito-Lay
PepsiCo,Fritos
PepsiCo,Frustyle
PepsiCo,Funyuns
PepsiCo,Gatorade
PepsiCo,Grandma's
PepsiCo,Grandma's Cookies
PepsiCo,Hostess Potato Chips
PepsiCo,Izze
PepsiCo,Kas
PepsiCo,King Vitaman
PepsiCo,Kretschmer
PepsiCo,Kurkure
PepsiCo,Lay's Stax
PepsiCo,Life
PepsiCo,Lifewater
PepsiCo,Manzanita Sol
PepsiCo,Marbo Product
PepsiCo,Matutano
PepsiCo,Mirinda
PepsiCo,Miss Vickie's
PepsiCo,Mountain Dew
PepsiCo,Mountain Dew Code Red
PepsiCo,Mountain Dew Voltage
PepsiCo,Mug
PepsiCo,Munchos
PepsiCo,Naked
PepsiCo,Near East
PepsiCo,Paso de los Toros
PepsiCo,Pepsi
PepsiCo,Pepsi Blue
PepsiCo,Pepsi Next
PepsiCo,Pepsi One
PepsiCo,Pepsi Twist
PepsiCo,Pepsi Wild Cherry
PepsiCo,Pepsi Zero Sugar
PepsiCo,Pioneer Foods
PepsiCo,Punica
PepsiCo,Quaker
PepsiCo,Quisp
PepsiCo,Rice-A-Roni
PepsiCo,Rold Gold
PepsiCo,Ruffles
PepsiCo,Sabra
PepsiCo,Sabritas
PepsiCo,Smartfood
PepsiCo,Starry
PepsiCo,Tasali Snack Foods
PepsiCo,Tostitos
PepsiCo,Twisties
